CID,Status,CAmt,Location
5811,Under Review,3865,Delhi
5812,Approved,1309,Ayodhya
5813,Declined,1683,Pune
5814,Declined,4205,NYC
5815,Approved,3456,Mumbai
5816,Under Review,3485,Pune
5817,Under Review,1774,Mumbai
5818,Under Review,2845,Pune
5819,Approved,2619,Pune
5820,Under Review,4992,Ayodhya
5821,Approved,2833,NYC
5822,Approved,1493,Lucknow
5823,Declined,2217,Ayodhya
5824,Declined,4915,Pune
5825,Under Review,2588,Ayodhya
5826,Under Review,3222,Mumbai
5827,Under Review,2337,NYC
5828,Under Review,2312,Pune
5829,Under Review,1731,Pune
5830,Declined,4303,Ayodhya
5831,Approved,3151,NYC
5832,Approved,3979,Lucknow
5833,Approved,1406,Pune
5834,Declined,3061,Delhi
5835,Declined,3658,Lucknow
5836,Approved,3936,Mumbai
5837,Under Review,2128,Lucknow
5838,Under Review,4263,Lucknow
5839,Declined,3693,Ayodhya
5840,Approved,2992,Lucknow
5841,Under Review,1279,Delhi
5842,Approved,1937,Lucknow
5843,Under Review,3621,NYC
5844,Approved,2388,Lucknow
5845,Under Review,3479,Ayodhya
5846,Under Review,3025,Lucknow
5847,Declined,3917,Pune
5848,Approved,3966,Pune
5849,Declined,3834,Lucknow
5850,Declined,3015,Mumbai
5851,Under Review,4705,NYC
5852,Under Review,2736,Delhi
5853,Under Review,2388,Mumbai
5854,Approved,1403,NYC
5855,Declined,1677,Delhi
5856,Declined,1257,Delhi
5857,Declined,2321,NYC
5858,Under Review,3782,NYC
5859,Under Review,2338,Pune
5860,Declined,3980,Ayodhya
5861,Under Review,3748,Pune
5862,Declined,1334,Delhi
5863,Approved,2219,Lucknow
5864,Under Review,3704,Mumbai
5865,Under Review,2943,Ayodhya
5866,Approved,4335,Pune
5867,Declined,4603,Mumbai
5868,Under Review,4183,Pune
5869,Approved,4683,Ayodhya
5870,Declined,1327,Ayodhya
5871,Declined,2994,Mumbai
5872,Under Review,4229,NYC
5873,Declined,2507,Lucknow
5874,Approved,3033,Lucknow
5875,Approved,2099,Ayodhya
5876,Declined,4713,Mumbai
5877,Approved,1397,Mumbai
5878,Approved,4392,Delhi
5879,Approved,1250,Pune
5880,Under Review,1308,Pune
5881,Approved,1361,NYC
5882,Under Review,1975,Ayodhya
5883,Declined,1075,Pune
5884,Declined,4686,Ayodhya
5885,Under Review,3587,Pune
5886,Approved,1587,Ayodhya
5887,Approved,4152,NYC
5888,Declined,1545,Delhi
5889,Under Review,3943,Delhi
5890,Declined,2769,NYC
5891,Approved,4798,Delhi
5892,Under Review,2453,Pune
5893,Under Review,1238,Pune
5894,Declined,3573,NYC
5895,Under Review,1704,Delhi
5896,Approved,1521,NYC
5897,Declined,4931,NYC
5898,Approved,4566,Delhi
5899,Under Review,2803,Lucknow
5900,Under Review,2094,Delhi
5901,Declined,1419,Mumbai
5902,Under Review,3362,Delhi
5903,Under Review,3420,Ayodhya
5904,Under Review,1465,Mumbai
5905,Under Review,3530,Lucknow
5906,Under Review,1055,Mumbai
5907,Under Review,3831,NYC
5908,Under Review,3026,Mumbai
5909,Approved,2735,Mumbai
5910,Under Review,1993,Delhi
5911,Approved,4581,Ayodhya
5912,Declined,2739,Pune
5913,Approved,2850,NYC
5914,Declined,4343,Lucknow
5915,Under Review,3986,Pune
5916,Approved,1834,Ayodhya
5917,Declined,4854,Mumbai
5918,Approved,1557,Pune
5919,Declined,1366,Ayodhya
5920,Approved,4394,Delhi
5921,Approved,1515,Ayodhya
5922,Declined,2560,Pune
5923,Declined,4567,Delhi
5924,Under Review,2185,NYC
5925,Declined,2801,Lucknow
5926,Declined,1777,Lucknow
5927,Declined,2027,Lucknow
5928,Under Review,3114,Lucknow
5929,Under Review,2608,Lucknow
5930,Approved,2908,Mumbai
5931,Declined,4512,NYC
5932,Approved,4279,Ayodhya
5933,Under Review,4722,Ayodhya
5934,Declined,2555,Pune
5935,Under Review,1575,Mumbai
5936,Approved,3888,Delhi
5937,Approved,1820,Mumbai
5938,Approved,4172,Ayodhya
5939,Approved,3111,Lucknow
5940,Approved,2697,Lucknow
5941,Under Review,1655,NYC
5942,Approved,3752,Ayodhya
5943,Under Review,4366,NYC
5944,Declined,2358,NYC
5945,Under Review,2914,Mumbai
5946,Declined,4097,Mumbai
5947,Under Review,2061,Lucknow
5948,Under Review,2009,Ayodhya
5949,Under Review,1681,Mumbai
5950,Declined,3545,Lucknow
5951,Approved,3222,Delhi
5952,Approved,3520,NYC
5953,Declined,2855,Ayodhya
5954,Declined,3754,NYC
5955,Under Review,2336,Delhi
5956,Declined,2869,Delhi
5957,Declined,1352,NYC
5958,Declined,4946,NYC
5959,Declined,4500,Pune
5960,Declined,4804,Delhi
5961,Approved,1863,Pune
5962,Under Review,1907,Pune
5963,Declined,3724,Lucknow
5964,Approved,1750,NYC
5965,Under Review,3163,Ayodhya
5966,Under Review,4222,Pune
5967,Under Review,2849,Pune
5968,Approved,4884,Mumbai
5969,Declined,4876,Delhi
5970,Declined,2429,NYC
5971,Approved,1352,Ayodhya
5972,Approved,3042,Ayodhya
5973,Approved,1025,NYC
5974,Declined,4725,Delhi
5975,Under Review,4818,Mumbai
5976,Declined,4054,NYC
5977,Declined,3698,Pune
5978,Approved,3252,Lucknow
5979,Declined,1586,Pune
5980,Declined,3520,NYC
5981,Approved,4565,Ayodhya
5982,Under Review,4704,Pune
5983,Declined,4962,NYC
5984,Under Review,1192,Mumbai
5985,Declined,2648,Delhi
5986,Approved,4374,Ayodhya
5987,Approved,3214,Ayodhya
5988,Approved,4978,Lucknow
5989,Approved,3967,Pune
5990,Under Review,3587,Mumbai
5991,Under Review,2364,Mumbai
5992,Approved,1679,Lucknow
5993,Approved,2523,Delhi
5994,Under Review,3967,NYC
5995,Declined,1291,Delhi
5996,Declined,2999,Pune
5997,Under Review,4435,Mumbai
5998,Approved,3657,NYC
5999,Approved,3407,Pune
6000,Approved,4852,Lucknow
6001,Approved,2253,Ayodhya
6002,Approved,2817,Lucknow
6003,Approved,2394,Pune
6004,Approved,1135,Mumbai
6005,Under Review,1432,Mumbai
6006,Declined,4319,Pune
6007,Approved,4639,Pune
6008,Approved,3444,NYC
6009,Declined,2245,Delhi
6010,Approved,4345,Delhi
6011,Declined,2802,Delhi
6012,Declined,4854,NYC
6013,Approved,4561,NYC
6014,Under Review,3388,Ayodhya
6015,Approved,1597,Ayodhya
6016,Approved,4713,Lucknow
6017,Under Review,1172,Pune
6018,Approved,2472,Ayodhya
6019,Approved,3758,Mumbai
6020,Under Review,1713,NYC
6021,Declined,3466,Ayodhya
6022,Declined,2540,Delhi
6023,Approved,4314,Ayodhya
6024,Under Review,4577,Mumbai
6025,Declined,1336,Ayodhya
6026,Under Review,1559,NYC
6027,Declined,4291,Mumbai
6028,Declined,3353,NYC
6029,Approved,2630,Ayodhya
6030,Approved,4956,Lucknow
6031,Declined,1690,Lucknow
6032,Approved,4070,Ayodhya
6033,Approved,4684,Ayodhya
6034,Under Review,1457,Lucknow
6035,Declined,4652,Ayodhya
6036,Approved,2294,Ayodhya
6037,Under Review,3271,NYC
6038,Approved,4540,Ayodhya
6039,Declined,4641,Delhi
6040,Approved,1353,Mumbai
6041,Under Review,2858,Pune
6042,Under Review,1792,Mumbai
6043,Approved,1564,Pune
6044,Under Review,4418,NYC
6045,Under Review,4943,Lucknow
6046,Declined,3644,Lucknow
6047,Under Review,2627,Ayodhya
6048,Declined,1516,Delhi
6049,Approved,4731,Delhi
6050,Approved,4823,Pune
6051,Under Review,4360,Mumbai
6052,Under Review,3946,Delhi
6053,Approved,1166,Mumbai
6054,Declined,2767,Pune
6055,Approved,4702,Ayodhya
6056,Under Review,4846,Mumbai
6057,Approved,1424,Lucknow
6058,Declined,4634,Delhi
6059,Declined,4225,Pune
6060,Under Review,3178,NYC
6061,Approved,4665,Pune
6062,Under Review,4000,Lucknow
6063,Under Review,4571,Pune
6064,Approved,1389,Delhi
6065,Approved,3804,Lucknow
6066,Approved,4007,Pune
6067,Declined,1036,Ayodhya
6068,Approved,3951,NYC
6069,Declined,1655,Mumbai
6070,Under Review,3522,Ayodhya
6071,Declined,1814,Ayodhya
6072,Under Review,1099,Mumbai
6073,Approved,2543,Lucknow
6074,Approved,3219,Lucknow
6075,Approved,1800,Lucknow
6076,Under Review,1466,NYC
6077,Declined,2091,Pune
6078,Approved,3870,Ayodhya
6079,Approved,4219,Delhi
6080,Approved,1594,Delhi
6081,Approved,4495,Ayodhya
6082,Under Review,4057,NYC
6083,Approved,1261,Ayodhya
6084,Under Review,1140,Pune
6085,Approved,2442,NYC
6086,Under Review,1494,Delhi
6087,Declined,4992,Pune
6088,Declined,2742,NYC
6089,Approved,3859,Mumbai
6090,Approved,1553,Ayodhya
6091,Under Review,2907,Delhi
6092,Declined,1651,NYC
6093,Under Review,1757,NYC
6094,Declined,1678,Ayodhya
6095,Under Review,4425,Delhi
6096,Declined,4891,NYC
6097,Approved,4824,Ayodhya
6098,Under Review,3208,Pune
6099,Declined,1966,Lucknow
6100,Under Review,1105,Delhi
6101,Declined,4240,Mumbai
6102,Approved,1895,Lucknow
6103,Approved,4308,Mumbai
6104,Under Review,4006,Mumbai
6105,Under Review,3198,Mumbai
6106,Under Review,3457,Mumbai
6107,Under Review,2497,Delhi
6108,Approved,3606,Pune
6109,Under Review,4000,Delhi
6110,Approved,2237,Delhi
6111,Under Review,2010,Delhi
6112,Approved,3199,Ayodhya
6113,Under Review,2307,Delhi
6114,Declined,1996,NYC
6115,Declined,1759,Ayodhya
6116,Under Review,1240,Ayodhya
6117,Under Review,2718,Pune
6118,Under Review,2004,Lucknow
6119,Declined,3969,Delhi
6120,Approved,3196,Pune
6121,Under Review,1406,NYC
6122,Approved,3128,Lucknow
6123,Approved,1481,Mumbai
6124,Under Review,2621,Pune
6125,Under Review,2476,NYC
6126,Approved,3653,Mumbai
6127,Declined,4527,Pune
6128,Approved,1231,Delhi
6129,Approved,3520,Mumbai
6130,Declined,1737,Mumbai
6131,Declined,2304,NYC
6132,Declined,2563,Pune
6133,Declined,4771,Lucknow
6134,Approved,2703,Delhi
6135,Under Review,4217,Pune
6136,Under Review,4142,NYC
6137,Declined,2797,Lucknow
6138,Under Review,4352,NYC
6139,Approved,4759,Lucknow
6140,Declined,4601,Ayodhya
6141,Approved,4207,Mumbai
6142,Under Review,1522,Mumbai
6143,Approved,2180,Ayodhya
6144,Declined,4721,Pune
6145,Declined,4854,Lucknow
6146,Declined,4147,Lucknow
6147,Under Review,1725,NYC
6148,Under Review,3795,NYC
6149,Approved,4693,Delhi
6150,Under Review,3113,Ayodhya
6151,Approved,2253,Lucknow
6152,Under Review,3316,Pune
6153,Approved,1774,Pune
6154,Declined,1300,Mumbai
6155,Declined,2670,NYC
6156,Approved,1560,Lucknow
6157,Approved,4060,Lucknow
6158,Under Review,4902,Ayodhya
6159,Under Review,4203,Ayodhya
6160,Approved,4174,NYC
6161,Approved,2664,Delhi
6162,Under Review,3174,NYC
6163,Approved,1411,Lucknow
6164,Declined,3436,Lucknow
6165,Under Review,4268,Lucknow
6166,Approved,4944,Ayodhya
6167,Under Review,2305,Mumbai
6168,Declined,3271,NYC
6169,Approved,4166,Pune
6170,Approved,3613,Lucknow
6171,Declined,3600,NYC
6172,Under Review,1696,NYC
6173,Approved,4823,Ayodhya
6174,Declined,3735,Lucknow
6175,Approved,3424,Lucknow
6176,Declined,3127,Ayodhya
6177,Approved,3556,Lucknow
6178,Declined,4761,Pune
6179,Under Review,1744,Delhi
6180,Approved,2451,NYC
6181,Declined,2009,NYC
6182,Declined,4010,NYC
6183,Under Review,2253,Pune
6184,Approved,1805,Delhi
6185,Declined,2223,Lucknow
6186,Declined,1326,Pune
6187,Declined,3047,Mumbai
6188,Under Review,3837,Ayodhya
6189,Under Review,1514,Mumbai
6190,Under Review,1982,Lucknow
6191,Under Review,1944,Mumbai
6192,Declined,4573,Pune
6193,Approved,2238,Pune
6194,Approved,3392,Delhi
6195,Approved,4169,Delhi
6196,Under Review,3788,Ayodhya
6197,Approved,2205,Lucknow
6198,Under Review,2578,Mumbai
6199,Under Review,4441,Pune
6200,Approved,2998,Mumbai
6201,Under Review,2134,Pune
6202,Under Review,3513,Mumbai
6203,Under Review,4672,Lucknow
6204,Approved,1606,Ayodhya
6205,Approved,3788,Pune
6206,Under Review,4392,Ayodhya
6207,Approved,2772,Mumbai
6208,Declined,1190,Ayodhya
6209,Under Review,2915,NYC
6210,Declined,3033,Delhi
6211,Under Review,1847,Lucknow
6212,Approved,4799,Ayodhya
6213,Under Review,2498,Lucknow
6214,Under Review,2095,Pune
6215,Approved,1069,Ayodhya
6216,Under Review,3987,Pune
6217,Under Review,4952,Pune
6218,Declined,1621,Ayodhya
6219,Approved,4070,NYC
6220,Declined,4365,NYC
6221,Approved,1681,Lucknow
6222,Declined,2950,Pune
6223,Under Review,2822,Pune
6224,Declined,1244,Delhi
6225,Approved,4570,NYC
6226,Under Review,1444,Mumbai
6227,Declined,3680,Mumbai
6228,Under Review,1191,Mumbai
6229,Declined,4912,Delhi
6230,Declined,3108,Delhi
6231,Under Review,3797,Mumbai
6232,Approved,3284,NYC
6233,Declined,2377,Pune
6234,Declined,2755,Pune
6235,Declined,4927,Lucknow
6236,Declined,3742,Pune
6237,Under Review,1267,Mumbai
6238,Under Review,3941,Pune
6239,Declined,2730,Mumbai
6240,Declined,3801,Ayodhya
6241,Approved,1625,Mumbai
6242,Under Review,3139,NYC
6243,Declined,2583,Mumbai
6244,Under Review,1562,Lucknow
6245,Approved,1272,Lucknow
6246,Declined,4198,Pune
6247,Approved,3011,Mumbai
6248,Under Review,4281,Ayodhya
6249,Under Review,4582,Delhi
6250,Declined,1304,Mumbai
6251,Under Review,4137,NYC
6252,Declined,1527,Ayodhya
6253,Approved,3008,Ayodhya
6254,Under Review,4732,NYC
6255,Declined,2208,Delhi
6256,Under Review,4708,NYC
6257,Under Review,3660,Pune
6258,Under Review,2020,Ayodhya
6259,Under Review,4759,Mumbai
6260,Under Review,1286,Lucknow
6261,Approved,1101,Lucknow
6262,Approved,4451,Pune
6263,Approved,3117,Delhi
6264,Declined,2581,Pune
6265,Approved,1713,Mumbai
6266,Declined,1141,Pune
6267,Approved,4970,Delhi
6268,Approved,4728,NYC
6269,Approved,4756,Pune
6270,Declined,1116,NYC
6271,Approved,3292,Delhi
6272,Approved,4047,Mumbai
6273,Approved,1679,Lucknow
6274,Declined,3266,Mumbai
6275,Under Review,1772,Delhi
6276,Declined,4147,Delhi
6277,Under Review,1939,Lucknow
6278,Approved,1709,NYC
6279,Approved,2779,Pune
6280,Approved,2327,Lucknow
6281,Declined,3072,Mumbai
6282,Approved,1371,Mumbai
6283,Under Review,1884,Lucknow
6284,Declined,4731,Ayodhya
6285,Under Review,4104,Pune
6286,Under Review,1734,Mumbai
6287,Under Review,4598,Mumbai
6288,Approved,3239,Ayodhya
6289,Approved,2150,Delhi
6290,Under Review,2794,Delhi
6291,Declined,4761,Ayodhya
6292,Approved,3139,Pune
6293,Declined,4478,Delhi
6294,Under Review,2501,Delhi
6295,Under Review,4658,NYC
6296,Declined,2026,Ayodhya
6297,Under Review,4375,NYC
6298,Under Review,4514,Ayodhya
6299,Under Review,3626,Lucknow
6300,Declined,1142,Lucknow
6301,Under Review,2564,Pune
6302,Approved,1775,Mumbai
6303,Declined,2653,Lucknow
6304,Approved,1944,Lucknow
6305,Approved,2706,Lucknow
6306,Declined,3071,Pune
6307,Declined,4103,Lucknow
6308,Declined,2749,NYC
6309,Under Review,3194,Pune
6310,Under Review,4864,Delhi
6311,Under Review,2000,NYC
6312,Approved,4932,Lucknow
6313,Under Review,1465,Lucknow
6314,Under Review,2407,Delhi
6315,Declined,4964,Pune
6316,Approved,1357,Ayodhya
6317,Under Review,4021,Lucknow
6318,Declined,2422,NYC
6319,Approved,2515,Delhi
6320,Approved,2988,Lucknow
6321,Under Review,4798,Delhi
6322,Declined,3699,Pune
6323,Declined,1090,NYC
6324,Approved,4032,NYC
6325,Under Review,3570,NYC
6326,Declined,1228,Ayodhya
6327,Declined,4982,Pune
6328,Approved,4437,Mumbai
6329,Under Review,1131,Pune
6330,Approved,4011,Lucknow
6331,Declined,3566,Ayodhya
6332,Approved,3294,NYC
6333,Under Review,4089,Ayodhya
6334,Under Review,4487,Ayodhya
6335,Approved,2881,Lucknow
6336,Approved,4305,Delhi
6337,Approved,3642,Pune
6338,Under Review,3833,Ayodhya
6339,Declined,1338,NYC
6340,Under Review,1280,Mumbai
6341,Approved,3124,Delhi
6342,Under Review,1155,Lucknow
6343,Declined,2507,Delhi
6344,Declined,4102,Ayodhya
6345,Approved,1732,Lucknow
6346,Approved,1577,Delhi
6347,Approved,4538,Mumbai
6348,Approved,2340,Ayodhya
6349,Approved,3408,NYC
6350,Under Review,4693,Ayodhya
6351,Under Review,2370,Pune
6352,Declined,1485,Delhi
6353,Under Review,2915,NYC
6354,Approved,3800,Mumbai
6355,Declined,2275,Pune
6356,Declined,4681,Lucknow
6357,Declined,4343,Pune
6358,Approved,2513,Mumbai
6359,Declined,4445,Delhi
6360,Approved,1752,Delhi
6361,Declined,3813,Pune
6362,Under Review,4306,Pune
6363,Under Review,1512,Ayodhya
6364,Approved,2885,Lucknow
6365,Declined,4944,Mumbai
6366,Declined,4894,Ayodhya
6367,Approved,1820,Ayodhya
6368,Under Review,1536,Delhi
6369,Declined,2525,Mumbai
6370,Approved,1997,Mumbai
6371,Approved,1813,NYC
6372,Declined,1378,Lucknow
6373,Approved,1985,NYC
6374,Under Review,3985,Mumbai
6375,Declined,1803,NYC
6376,Approved,2406,NYC
6377,Declined,1322,Lucknow
6378,Declined,2942,Pune
6379,Under Review,3574,Lucknow
6380,Declined,1641,Delhi
6381,Approved,3779,Mumbai
6382,Approved,2480,Ayodhya
6383,Declined,4598,Delhi
6384,Declined,3654,Delhi
6385,Declined,4715,Delhi
6386,Approved,2252,Lucknow
6387,Declined,2723,Ayodhya
6388,Approved,3901,Pune
6389,Under Review,3898,Lucknow
6390,Approved,2750,Ayodhya
6391,Declined,3327,Lucknow
6392,Under Review,2810,Ayodhya
6393,Declined,3816,Mumbai
6394,Under Review,2637,Pune
6395,Declined,2750,Lucknow
6396,Declined,1110,Lucknow
6397,Approved,2380,Pune
6398,Declined,2491,Ayodhya
6399,Approved,3016,Pune
6400,Approved,2097,Lucknow
6401,Under Review,2667,NYC
6402,Declined,4662,Ayodhya
6403,Under Review,4558,Lucknow
6404,Declined,4608,Mumbai
6405,Under Review,3495,Ayodhya
6406,Approved,4719,Delhi
6407,Under Review,4554,Lucknow
6408,Declined,2089,Pune
6409,Under Review,1243,NYC
6410,Declined,3941,Delhi
6411,Declined,3525,Pune
6412,Approved,1691,Ayodhya
6413,Under Review,3820,Mumbai
6414,Declined,4970,Mumbai
6415,Under Review,4997,Delhi
6416,Under Review,1712,Delhi
6417,Approved,3269,Delhi
6418,Declined,3394,Delhi
6419,Under Review,2063,NYC
6420,Declined,3378,Pune
6421,Declined,1192,NYC
6422,Under Review,4610,Delhi
6423,Declined,4450,Mumbai
6424,Declined,3681,Ayodhya
6425,Declined,4226,Ayodhya
6426,Declined,4995,Delhi
6427,Declined,2954,Mumbai
6428,Declined,4195,Pune
6429,Approved,1949,Ayodhya
6430,Declined,1621,Pune
6431,Declined,1513,Pune
6432,Declined,3406,Mumbai
6433,Under Review,4955,NYC
6434,Declined,3093,Delhi
6435,Under Review,4438,Pune
6436,Approved,2499,Delhi
6437,Declined,1670,Lucknow
6438,Approved,4795,Pune
6439,Under Review,1168,Ayodhya
6440,Approved,4646,NYC
6441,Declined,2637,Ayodhya
6442,Declined,3208,Lucknow
6443,Under Review,3295,NYC
6444,Approved,1061,NYC
6445,Approved,4603,NYC
6446,Under Review,3937,NYC
6447,Declined,1757,Delhi
6448,Approved,2910,NYC
6449,Under Review,3185,Lucknow
6450,Under Review,4404,Lucknow
6451,Declined,1010,Delhi
6452,Under Review,1810,NYC
6453,Under Review,1293,Lucknow
6454,Approved,2057,Ayodhya
6455,Declined,2543,Mumbai
6456,Under Review,4058,NYC
6457,Declined,3889,Lucknow
6458,Under Review,4017,NYC
6459,Declined,1346,Lucknow
6460,Approved,4000,Mumbai
6461,Declined,4095,Lucknow
6462,Approved,1296,Mumbai
6463,Declined,2985,NYC
6464,Under Review,4522,Delhi
6465,Declined,1323,Pune
6466,Approved,4415,Ayodhya
6467,Declined,3588,Delhi
6468,Approved,2652,Mumbai
6469,Under Review,3243,Pune
6470,Approved,1115,Pune
6471,Under Review,4581,NYC
6472,Under Review,2773,NYC
6473,Under Review,2683,NYC
6474,Declined,3424,Delhi
6475,Approved,2554,Lucknow
6476,Approved,2038,Delhi
6477,Declined,3286,NYC
6478,Declined,2346,Mumbai
6479,Under Review,3255,Ayodhya
6480,Under Review,3079,NYC
6481,Approved,4582,Lucknow
6482,Declined,3537,NYC
6483,Approved,2307,Pune
6484,Approved,4008,Mumbai
6485,Declined,2962,Ayodhya
6486,Under Review,3794,Pune
6487,Under Review,3673,Lucknow
6488,Declined,1793,Mumbai
6489,Under Review,4246,Lucknow
6490,Approved,3095,NYC
6491,Under Review,3153,Ayodhya
6492,Under Review,1545,Mumbai
6493,Approved,3247,NYC
6494,Under Review,2106,Ayodhya
6495,Declined,3827,Pune
6496,Approved,2070,Ayodhya
6497,Under Review,3545,Mumbai
6498,Declined,1660,Ayodhya
6499,Approved,1546,Pune
6500,Approved,3700,Delhi
6501,Under Review,3202,Mumbai
6502,Declined,3755,Mumbai
6503,Under Review,1370,Lucknow
6504,Declined,3842,Pune
6505,Under Review,3064,NYC
6506,Under Review,2504,Ayodhya
6507,Under Review,3759,Mumbai
6508,Declined,3661,Pune
6509,Under Review,2694,Pune
6510,Declined,4528,Ayodhya
6511,Approved,2070,Pune
6512,Declined,2362,Lucknow
6513,Declined,1759,Lucknow
6514,Approved,1664,Pune
6515,Declined,4280,NYC
6516,Approved,3654,Pune
6517,Approved,2514,Delhi
6518,Declined,2412,Delhi
6519,Approved,3268,Mumbai
6520,Declined,3743,Ayodhya
6521,Under Review,3768,Ayodhya
6522,Under Review,3169,Mumbai
6523,Declined,1839,Pune
6524,Under Review,1448,Pune
6525,Declined,1673,Mumbai
6526,Approved,4687,NYC
6527,Approved,3095,Mumbai
6528,Under Review,2506,Delhi
6529,Under Review,3768,NYC
6530,Under Review,2716,Pune
6531,Declined,1373,Pune
6532,Under Review,4231,Mumbai
6533,Declined,2322,Lucknow
6534,Under Review,4031,Ayodhya
6535,Under Review,1947,Pune
6536,Under Review,3044,Lucknow
6537,Approved,3393,NYC
6538,Declined,1543,Ayodhya
6539,Under Review,4520,Lucknow
6540,Declined,3732,Mumbai
6541,Declined,4798,Pune
6542,Approved,2247,NYC
6543,Approved,4335,Mumbai
6544,Approved,4557,Delhi
